,일시,수위(EL.m)
27417,2012-10-13 11시,5.1
27418,2012-10-13 12시,5.1
27419,2012-10-13 13시,5.1
27420,2012-10-13 14시,5.1
27421,2012-10-13 15시,5.1
27422,2012-10-13 16시,5.1
27423,2012-10-13 17시,5.1
27424,2012-10-13 18시,5.09
27425,2012-10-13 19시,5.09
27426,2012-10-13 20시,5.08
27427,2012-10-13 21시,5.07
27428,2012-10-13 22시,5.07
27429,2012-10-13 23시,5.07
27430,2012-10-13 24시,5.06
27431,2012-10-14 01시,5.06
27432,2012-10-14 02시,5.06
27433,2012-10-14 03시,5.06
27434,2012-10-14 04시,5.06
27435,2012-10-14 05시,5.06
27436,2012-10-14 06시,5.07
27437,2012-10-14 07시,5.08
27438,2012-10-14 08시,5.08
27439,2012-10-14 09시,5.09
27440,2012-10-14 10시,5.09
27441,2012-10-14 11시,5.1
27442,2012-10-14 12시,5.1
27443,2012-10-14 13시,5.1
27444,2012-10-14 14시,5.1
27445,2012-10-14 15시,5.1
27446,2012-10-14 16시,5.1
27447,2012-10-14 17시,5.1
27448,2012-10-14 18시,5.1
27449,2012-10-14 19시,5.1
27450,2012-10-14 20시,5.1
27451,2012-10-14 21시,5.1
27452,2012-10-14 22시,5.1
27453,2012-10-14 23시,5.1
27454,2012-10-14 24시,5.1
27455,2012-10-15 01시,5.1
27456,2012-10-15 02시,5.1
27457,2012-10-15 03시,5.1
27458,2012-10-15 04시,5.1
27459,2012-10-15 05시,5.11
27460,2012-10-15 06시,5.11
27461,2012-10-15 07시,5.11
27462,2012-10-15 08시,5.11
27463,2012-10-15 09시,5.11
27464,2012-10-15 10시,5.11
27465,2012-10-15 11시,5.11
27466,2012-10-15 12시,5.11
27467,2012-10-15 13시,5.1
27468,2012-10-15 14시,5.1
27469,2012-10-15 15시,5.1
27470,2012-10-15 16시,5.1
27471,2012-10-15 17시,5.1
27472,2012-10-15 18시,5.1
27473,2012-10-15 19시,5.1
27474,2012-10-15 20시,5.1
27475,2012-10-15 21시,5.1
27476,2012-10-15 22시,5.1
27477,2012-10-15 23시,5.1
27478,2012-10-15 24시,5.1
27479,2012-10-16 01시,5.1
27480,2012-10-16 02시,5.1
27481,2012-10-16 03시,5.1
27482,2012-10-16 04시,5.1
27483,2012-10-16 05시,5.1
27484,2012-10-16 06시,5.1
27485,2012-10-16 07시,5.1
27486,2012-10-16 08시,5.09
27487,2012-10-16 09시,5.09
27488,2012-10-16 10시,5.09
27489,2012-10-16 11시,5.09
27490,2012-10-16 12시,5.09
27491,2012-10-16 13시,5.09
27492,2012-10-16 14시,5.09
27493,2012-10-16 15시,5.09
27494,2012-10-16 16시,5.09
27495,2012-10-16 17시,5.08
27496,2012-10-16 18시,5.08
27497,2012-10-16 19시,5.08
27498,2012-10-16 20시,5.07
27499,2012-10-16 21시,5.07
27500,2012-10-16 22시,5.07
27501,2012-10-16 23시,5.07
27502,2012-10-16 24시,5.06
27503,2012-10-17 01시,5.06
27504,2012-10-17 02시,5.06
27505,2012-10-17 03시,5.06
27506,2012-10-17 04시,5.06
27507,2012-10-17 05시,5.05
27508,2012-10-17 06시,5.05
27509,2012-10-17 07시,5.05
27510,2012-10-17 08시,5.05
27511,2012-10-17 09시,5.05
27512,2012-10-17 10시,5.05
27513,2012-10-17 11시,5.05
27514,2012-10-17 12시,5.05
27515,2012-10-17 13시,5.05
27516,2012-10-17 14시,5.05
27517,2012-10-17 15시,5.05
27518,2012-10-17 16시,5.05
27519,2012-10-17 17시,5.05
27520,2012-10-17 18시,5.05
27521,2012-10-17 19시,5.05
27522,2012-10-17 20시,5.05
27523,2012-10-17 21시,5.05
27524,2012-10-17 22시,5.05
27525,2012-10-17 23시,5.05
27526,2012-10-17 24시,5.05
27527,2012-10-18 01시,5.05
27528,2012-10-18 02시,5.05
27529,2012-10-18 03시,5.05
27530,2012-10-18 04시,5.05
27531,2012-10-18 05시,5.05
27532,2012-10-18 06시,5.05
27533,2012-10-18 07시,5.05
27534,2012-10-18 08시,5.05
27535,2012-10-18 09시,5.05
27536,2012-10-18 10시,5.05
27537,2012-10-18 11시,5.05
27538,2012-10-18 12시,5.05
27539,2012-10-18 13시,5.05
27540,2012-10-18 14시,5.05
27541,2012-10-18 15시,5.05
27542,2012-10-18 16시,5.04
27543,2012-10-18 17시,5.04
27544,2012-10-18 18시,5.04
27545,2012-10-18 19시,5.04
27546,2012-10-18 20시,5.04
27547,2012-10-18 21시,5.04
27548,2012-10-18 22시,5.04
27549,2012-10-18 23시,5.04
27550,2012-10-18 24시,5.04
27551,2012-10-19 01시,5.04
27552,2012-10-19 02시,5.04
27553,2012-10-19 03시,5.04
27554,2012-10-19 04시,5.04
27555,2012-10-19 05시,5.04
27556,2012-10-19 06시,5.04
27557,2012-10-19 07시,5.04
27558,2012-10-19 08시,5.04
27559,2012-10-19 09시,5.04
27560,2012-10-19 10시,5.04
27561,2012-10-19 11시,5.04
27562,2012-10-19 12시,5.04
27563,2012-10-19 13시,5.04
27564,2012-10-19 14시,5.04
27565,2012-10-19 15시,5.04
27566,2012-10-19 16시,5.04
27567,2012-10-19 17시,5.03
27568,2012-10-19 18시,5.03
27569,2012-10-19 19시,5.03
27570,2012-10-19 20시,5.03
27571,2012-10-19 21시,5.03
27572,2012-10-19 22시,5.03
27573,2012-10-19 23시,5.03
27574,2012-10-19 24시,5.03
27575,2012-10-20 01시,5.03
27576,2012-10-20 02시,5.03
27577,2012-10-20 03시,5.04
27578,2012-10-20 04시,5.04
27579,2012-10-20 05시,5.04
27580,2012-10-20 06시,5.05
27581,2012-10-20 07시,5.05
27582,2012-10-20 08시,5.05
27583,2012-10-20 09시,5.05
27584,2012-10-20 10시,5.05
27585,2012-10-20 11시,5.05
27586,2012-10-20 12시,5.05
27587,2012-10-20 13시,5.05
27588,2012-10-20 14시,5.05
27589,2012-10-20 15시,5.05
27590,2012-10-20 16시,5.05
27591,2012-10-20 17시,5.05
27592,2012-10-20 18시,5.05
27593,2012-10-20 19시,5.05
27594,2012-10-20 20시,5.05
27595,2012-10-20 21시,5.05
27596,2012-10-20 22시,5.05
27597,2012-10-20 23시,5.05
27598,2012-10-20 24시,5.05
27599,2012-10-21 01시,5.05
27600,2012-10-21 02시,5.04
27601,2012-10-21 03시,5.04
27602,2012-10-21 04시,5.04
27603,2012-10-21 05시,5.04
27604,2012-10-21 06시,5.04
27605,2012-10-21 07시,5.04
27606,2012-10-21 08시,5.04
27607,2012-10-21 09시,5.04
27608,2012-10-21 10시,5.04
27609,2012-10-21 11시,5.04
27610,2012-10-21 12시,5.05
27611,2012-10-21 13시,5.05
27612,2012-10-21 14시,5.05
27613,2012-10-21 15시,5.06
27614,2012-10-21 16시,5.06
27615,2012-10-21 17시,5.06
27616,2012-10-21 18시,5.06
27617,2012-10-21 19시,5.06
27618,2012-10-21 20시,5.06
27619,2012-10-21 21시,5.06
27620,2012-10-21 22시,5.06
27621,2012-10-21 23시,5.06
27622,2012-10-21 24시,5.06
27623,2012-10-22 01시,5.06
27624,2012-10-22 02시,5.06
27625,2012-10-22 03시,5.06
27626,2012-10-22 04시,5.06
27627,2012-10-22 05시,5.06
27628,2012-10-22 06시,5.06
27629,2012-10-22 07시,5.06
27630,2012-10-22 08시,5.06
27631,2012-10-22 09시,5.06
27632,2012-10-22 10시,5.06
27633,2012-10-22 11시,5.06
27634,2012-10-22 12시,5.06
27635,2012-10-22 13시,5.06
27636,2012-10-22 14시,5.06
27637,2012-10-22 15시,5.06
27638,2012-10-22 16시,5.06
27639,2012-10-22 17시,5.06
27640,2012-10-22 18시,5.06
27641,2012-10-22 19시,5.06
27642,2012-10-22 20시,5.06
27643,2012-10-22 21시,5.06
27644,2012-10-22 22시,5.06
27645,2012-10-22 23시,5.06
27646,2012-10-22 24시,5.05
27647,2012-10-23 01시,5.05
27648,2012-10-23 02시,5.05
27649,2012-10-23 03시,5.05
27650,2012-10-23 04시,5.05
27651,2012-10-23 05시,5.05
27652,2012-10-23 06시,5.05
27653,2012-10-23 07시,5.04
27654,2012-10-23 08시,5.04
27655,2012-10-23 09시,5.04
27656,2012-10-23 10시,5.03
27657,2012-10-23 11시,5.03
27658,2012-10-23 12시,5.03
27659,2012-10-23 13시,5.03
27660,2012-10-23 14시,5.03
27661,2012-10-23 15시,5.03
27662,2012-10-23 16시,5.02
27663,2012-10-23 17시,5.02
27664,2012-10-23 18시,5.02
27665,2012-10-23 19시,5.02
27666,2012-10-23 20시,5.02
27667,2012-10-23 21시,5.02
27668,2012-10-23 22시,5.02
27669,2012-10-23 23시,5.02
27670,2012-10-23 24시,5.02
27671,2012-10-24 01시,5.02
27672,2012-10-24 02시,5.02
27673,2012-10-24 03시,5.02
27674,2012-10-24 04시,5.03
27675,2012-10-24 05시,5.03
27676,2012-10-24 06시,5.03
27677,2012-10-24 07시,5.03
27678,2012-10-24 08시,5.03
27679,2012-10-24 09시,5.03
27680,2012-10-24 10시,5.03
27681,2012-10-24 11시,5.03
27682,2012-10-24 12시,5.03
27683,2012-10-24 13시,5.03
27684,2012-10-24 14시,5.03
27685,2012-10-24 15시,5.03
27686,2012-10-24 16시,5.03
27687,2012-10-24 17시,5.03
27688,2012-10-24 18시,5.02
27689,2012-10-24 19시,5.02
27690,2012-10-24 20시,5.02
27691,2012-10-24 21시,5.02
27692,2012-10-24 22시,5.02
27693,2012-10-24 23시,5.02
27694,2012-10-24 24시,5.02
27695,2012-10-25 01시,5.02
27696,2012-10-25 02시,5.02
27697,2012-10-25 03시,5.02
27698,2012-10-25 04시,5.02
27699,2012-10-25 05시,5.02
27700,2012-10-25 06시,5.02
27701,2012-10-25 07시,5.02
27702,2012-10-25 08시,5.02
27703,2012-10-25 09시,5.02
27704,2012-10-25 10시,5.02
27705,2012-10-25 11시,5.01
27706,2012-10-25 12시,5.01
27707,2012-10-25 13시,5.01
27708,2012-10-25 14시,5.01
27709,2012-10-25 15시,5.01
27710,2012-10-25 16시,5.01
27711,2012-10-25 17시,5.0
27712,2012-10-25 18시,5.0
27713,2012-10-25 19시,5.0
27714,2012-10-25 20시,5.0
27715,2012-10-25 21시,5.0
27716,2012-10-25 22시,5.01
27717,2012-10-25 23시,5.01
27718,2012-10-25 24시,5.01
27719,2012-10-26 01시,5.01
27720,2012-10-26 02시,5.01
27721,2012-10-26 03시,5.01
27722,2012-10-26 04시,5.01
27723,2012-10-26 05시,5.01
27724,2012-10-26 06시,5.01
27725,2012-10-26 07시,5.01
27726,2012-10-26 08시,5.01
27727,2012-10-26 09시,5.01
27728,2012-10-26 10시,5.01
27729,2012-10-26 11시,5.01
27730,2012-10-26 12시,5.01
27731,2012-10-26 13시,5.01
27732,2012-10-26 14시,5.01
27733,2012-10-26 15시,5.01
27734,2012-10-26 16시,5.01
27735,2012-10-26 17시,5.01
27736,2012-10-26 18시,5.01
27737,2012-10-26 19시,5.01
27738,2012-10-26 20시,5.01
27739,2012-10-26 21시,5.01
27740,2012-10-26 22시,5.01
27741,2012-10-26 23시,5.02
27742,2012-10-26 24시,5.02
27743,2012-10-27 01시,5.02
27744,2012-10-27 02시,5.02
27745,2012-10-27 03시,5.02
27746,2012-10-27 04시,5.02
27747,2012-10-27 05시,5.02
27748,2012-10-27 06시,5.03
27749,2012-10-27 07시,5.03
27750,2012-10-27 08시,5.03
27751,2012-10-27 09시,5.03
27752,2012-10-27 10시,5.03
27753,2012-10-27 11시,5.03
27754,2012-10-27 12시,5.04
27755,2012-10-27 13시,5.04
27756,2012-10-27 14시,5.04
27757,2012-10-27 15시,5.04
27758,2012-10-27 16시,5.04
27759,2012-10-27 17시,5.04
27760,2012-10-27 18시,5.04
27761,2012-10-27 19시,5.03
27762,2012-10-27 20시,5.03
27763,2012-10-27 21시,5.03
27764,2012-10-27 22시,5.03
27765,2012-10-27 23시,5.03
27766,2012-10-27 24시,5.03
27767,2012-10-28 01시,5.03
27768,2012-10-28 02시,5.03
27769,2012-10-28 03시,5.03
27770,2012-10-28 04시,5.03
27771,2012-10-28 05시,5.03
27772,2012-10-28 06시,5.03
27773,2012-10-28 07시,5.04
27774,2012-10-28 08시,5.04
27775,2012-10-28 09시,5.05
27776,2012-10-28 10시,5.05
27777,2012-10-28 11시,5.05
27778,2012-10-28 12시,5.05
27779,2012-10-28 13시,5.05
27780,2012-10-28 14시,5.05
27781,2012-10-28 15시,5.05
27782,2012-10-28 16시,5.05
27783,2012-10-28 17시,5.06
27784,2012-10-28 18시,5.06
27785,2012-10-28 19시,5.06
27786,2012-10-28 20시,5.06
27787,2012-10-28 21시,5.06
27788,2012-10-28 22시,5.06
27789,2012-10-28 23시,5.06
27790,2012-10-28 24시,5.06
27791,2012-10-29 01시,5.06
27792,2012-10-29 02시,5.06
27793,2012-10-29 03시,5.06
27794,2012-10-29 04시,5.06
27795,2012-10-29 05시,5.06
27796,2012-10-29 06시,5.06
27797,2012-10-29 07시,5.06
27798,2012-10-29 08시,5.06
27799,2012-10-29 09시,5.06
27800,2012-10-29 10시,5.07
27801,2012-10-29 11시,5.07
27802,2012-10-29 12시,5.07
27803,2012-10-29 13시,5.07
27804,2012-10-29 14시,5.07
27805,2012-10-29 15시,5.07
27806,2012-10-29 16시,5.07
27807,2012-10-29 17시,5.07
27808,2012-10-29 18시,5.07
27809,2012-10-29 19시,5.07
27810,2012-10-29 20시,5.07
27811,2012-10-29 21시,5.06
27812,2012-10-29 22시,5.06
27813,2012-10-29 23시,5.06
27814,2012-10-29 24시,5.06
27815,2012-10-30 01시,5.05
27816,2012-10-30 02시,5.05
27817,2012-10-30 03시,5.05
27818,2012-10-30 04시,5.04
27819,2012-10-30 05시,5.04
27820,2012-10-30 06시,5.04
27821,2012-10-30 07시,5.04
27822,2012-10-30 08시,5.04
27823,2012-10-30 09시,5.04
27824,2012-10-30 10시,5.04
27825,2012-10-30 11시,5.04
27826,2012-10-30 12시,5.04
27827,2012-10-30 13시,5.04
27828,2012-10-30 14시,5.04
27829,2012-10-30 15시,5.04
27830,2012-10-30 16시,5.04
27831,2012-10-30 17시,5.04
27832,2012-10-30 18시,5.04
27833,2012-10-30 19시,5.04
27834,2012-10-30 20시,5.04
27835,2012-10-30 21시,5.04
27836,2012-10-30 22시,5.04
27837,2012-10-30 23시,5.04
27838,2012-10-30 24시,5.04
27839,2012-10-31 01시,5.05
27840,2012-10-31 02시,5.05
27841,2012-10-31 03시,5.05
27842,2012-10-31 04시,5.05
27843,2012-10-31 05시,5.05
27844,2012-10-31 06시,5.05
27845,2012-10-31 07시,5.05
27846,2012-10-31 08시,5.05
27847,2012-10-31 09시,5.05
27848,2012-10-31 10시,5.05
27849,2012-10-31 11시,5.05
27850,2012-10-31 12시,5.05
27851,2012-10-31 13시,5.05
27852,2012-10-31 14시,5.05
27853,2012-10-31 15시,5.04
27854,2012-10-31 16시,5.03
27855,2012-10-31 17시,5.03
27856,2012-10-31 18시,5.03
27857,2012-10-31 19시,5.03
27858,2012-10-31 20시,5.03
27859,2012-10-31 21시,5.03
27860,2012-10-31 22시,5.03
27861,2012-10-31 23시,5.03
27862,2012-10-31 24시,5.03
27863,2012-11-01 01시,5.03
27864,2012-11-01 02시,5.03
27865,2012-11-01 03시,5.03
27866,2012-11-01 04시,5.03
27867,2012-11-01 05시,5.03
27868,2012-11-01 06시,5.03
27869,2012-11-01 07시,5.03
27870,2012-11-01 08시,5.03
27871,2012-11-01 09시,5.03
27872,2012-11-01 10시,5.02
27873,2012-11-01 11시,5.02
27874,2012-11-01 12시,5.02
27875,2012-11-01 13시,5.01
27876,2012-11-01 14시,5.01
27877,2012-11-01 15시,5.01
27878,2012-11-01 16시,5.01
27879,2012-11-01 17시,5.01
27880,2012-11-01 18시,5.0
27881,2012-11-01 19시,5.0
27882,2012-11-01 20시,5.0
27883,2012-11-01 21시,5.0
27884,2012-11-01 22시,5.0
27885,2012-11-01 23시,5.0
27886,2012-11-01 24시,5.0
27887,2012-11-02 01시,5.0
27888,2012-11-02 02시,5.0
27889,2012-11-02 03시,4.99
27890,2012-11-02 04시,4.99
27891,2012-11-02 05시,4.99
27892,2012-11-02 06시,4.99
27893,2012-11-02 07시,4.98
27894,2012-11-02 08시,4.98
27895,2012-11-02 09시,4.98
27896,2012-11-02 10시,4.97
27897,2012-11-02 11시,4.97
27898,2012-11-02 12시,4.97
27899,2012-11-02 13시,4.97
27900,2012-11-02 14시,4.97
27901,2012-11-02 15시,4.97
27902,2012-11-02 16시,4.97
27903,2012-11-02 17시,4.97
27904,2012-11-02 18시,4.97
27905,2012-11-02 19시,4.97
27906,2012-11-02 20시,4.97
27907,2012-11-02 21시,4.97
27908,2012-11-02 22시,4.97
27909,2012-11-02 23시,4.97
27910,2012-11-02 24시,4.97
27911,2012-11-03 01시,4.97
27912,2012-11-03 02시,4.97
27913,2012-11-03 03시,4.98
27914,2012-11-03 04시,4.98
27915,2012-11-03 05시,4.98
27916,2012-11-03 06시,4.99
27917,2012-11-03 07시,5.0
27918,2012-11-03 08시,5.0
27919,2012-11-03 09시,5.0
27920,2012-11-03 10시,5.01
27921,2012-11-03 11시,5.01
27922,2012-11-03 12시,5.01
27923,2012-11-03 13시,5.02
27924,2012-11-03 14시,5.02
27925,2012-11-03 15시,5.02
27926,2012-11-03 16시,5.02
27927,2012-11-03 17시,5.02
27928,2012-11-03 18시,5.02
27929,2012-11-03 19시,5.03
27930,2012-11-03 20시,5.03
27931,2012-11-03 21시,5.03
27932,2012-11-03 22시,5.03
27933,2012-11-03 23시,5.03
27934,2012-11-03 24시,5.04
27935,2012-11-04 01시,5.04
27936,2012-11-04 02시,5.04
27937,2012-11-04 03시,5.04
27938,2012-11-04 04시,5.05
27939,2012-11-04 05시,5.05
27940,2012-11-04 06시,5.05
27941,2012-11-04 07시,5.05
27942,2012-11-04 08시,5.05
27943,2012-11-04 09시,5.04
27944,2012-11-04 10시,5.03
27945,2012-11-04 11시,5.03
27946,2012-11-04 12시,5.02
27947,2012-11-04 13시,5.02
27948,2012-11-04 14시,5.01
27949,2012-11-04 15시,5.01
27950,2012-11-04 16시,5.0
27951,2012-11-04 17시,5.0
27952,2012-11-04 18시,5.0
27953,2012-11-04 19시,5.0
27954,2012-11-04 20시,5.0
27955,2012-11-04 21시,5.0
27956,2012-11-04 22시,5.0
27957,2012-11-04 23시,5.0
27958,2012-11-04 24시,5.0
27959,2012-11-05 01시,5.0
27960,2012-11-05 02시,5.0
27961,2012-11-05 03시,5.0
27962,2012-11-05 04시,5.0
27963,2012-11-05 05시,5.0
27964,2012-11-05 06시,5.0
27965,2012-11-05 07시,5.0
27966,2012-11-05 08시,5.0
27967,2012-11-05 09시,5.0
27968,2012-11-05 10시,5.0
27969,2012-11-05 11시,5.0
27970,2012-11-05 12시,5.0
27971,2012-11-05 13시,5.01
27972,2012-11-05 14시,5.01
27973,2012-11-05 15시,5.01
27974,2012-11-05 16시,5.01
27975,2012-11-05 17시,5.01
27976,2012-11-05 18시,5.02
27977,2012-11-05 19시,5.02
27978,2012-11-05 20시,5.02
27979,2012-11-05 21시,5.02
27980,2012-11-05 22시,5.03
27981,2012-11-05 23시,5.03
27982,2012-11-05 24시,5.03
27983,2012-11-06 01시,5.03
27984,2012-11-06 02시,5.04
27985,2012-11-06 03시,5.04
27986,2012-11-06 04시,5.04
27987,2012-11-06 05시,5.04
27988,2012-11-06 06시,5.05
27989,2012-11-06 07시,5.05
27990,2012-11-06 08시,5.05
27991,2012-11-06 09시,5.05
27992,2012-11-06 10시,5.05
27993,2012-11-06 11시,5.05
27994,2012-11-06 12시,5.05
27995,2012-11-06 13시,5.05
27996,2012-11-06 14시,5.05
27997,2012-11-06 15시,5.05
27998,2012-11-06 16시,5.05
27999,2012-11-06 17시,5.05
28000,2012-11-06 18시,5.04
28001,2012-11-06 19시,5.04
28002,2012-11-06 20시,5.06
28003,2012-11-06 21시,5.07
28004,2012-11-06 22시,5.07
28005,2012-11-06 23시,5.07
28006,2012-11-06 24시,5.07
28007,2012-11-07 01시,5.07
28008,2012-11-07 02시,5.07
28009,2012-11-07 03시,5.06
28010,2012-11-07 04시,5.06
28011,2012-11-07 05시,5.05
28012,2012-11-07 06시,5.04
28013,2012-11-07 07시,5.04
28014,2012-11-07 08시,5.03
28015,2012-11-07 09시,5.03
28016,2012-11-07 10시,5.03
28017,2012-11-07 11시,5.02
28018,2012-11-07 12시,5.02
28019,2012-11-07 13시,5.02
28020,2012-11-07 14시,5.02
28021,2012-11-07 15시,5.03
28022,2012-11-07 16시,5.04
28023,2012-11-07 17시,5.05
28024,2012-11-07 18시,5.06
28025,2012-11-07 19시,5.06
28026,2012-11-07 20시,5.06
28027,2012-11-07 21시,5.07
28028,2012-11-07 22시,5.07
28029,2012-11-07 23시,5.08
28030,2012-11-07 24시,5.08
28031,2012-11-08 01시,5.08
28032,2012-11-08 02시,5.08
28033,2012-11-08 03시,5.08
28034,2012-11-08 04시,5.08
28035,2012-11-08 05시,5.08
28036,2012-11-08 06시,5.08
28037,2012-11-08 07시,5.08
28038,2012-11-08 08시,5.09
28039,2012-11-08 09시,5.09
28040,2012-11-08 10시,5.09
28041,2012-11-08 11시,5.09
28042,2012-11-08 12시,5.09
28043,2012-11-08 13시,5.09
28044,2012-11-08 14시,5.09
28045,2012-11-08 15시,5.09
28046,2012-11-08 16시,5.09
28047,2012-11-08 17시,5.08
28048,2012-11-08 18시,5.08
28049,2012-11-08 19시,5.08
28050,2012-11-08 20시,5.07
28051,2012-11-08 21시,5.07
28052,2012-11-08 22시,5.07
28053,2012-11-08 23시,5.07
28054,2012-11-08 24시,5.07
28055,2012-11-09 01시,5.07
28056,2012-11-09 02시,5.07
28057,2012-11-09 03시,5.07
28058,2012-11-09 04시,5.07
28059,2012-11-09 05시,5.07
28060,2012-11-09 06시,5.07
28061,2012-11-09 07시,5.07
28062,2012-11-09 08시,5.07
28063,2012-11-09 09시,5.07
28064,2012-11-09 10시,5.07
28065,2012-11-09 11시,5.07
28066,2012-11-09 12시,5.07
28067,2012-11-09 13시,5.06
28068,2012-11-09 14시,5.06
28069,2012-11-09 15시,5.06
28070,2012-11-09 16시,5.05
28071,2012-11-09 17시,5.05
28072,2012-11-09 18시,5.05
28073,2012-11-09 19시,5.05
28074,2012-11-09 20시,5.05
28075,2012-11-09 21시,5.05
28076,2012-11-09 22시,5.05
28077,2012-11-09 23시,5.05
28078,2012-11-09 24시,5.04
28079,2012-11-10 01시,5.04
28080,2012-11-10 02시,5.04
28081,2012-11-10 03시,5.04
28082,2012-11-10 04시,5.04
28083,2012-11-10 05시,5.04
28084,2012-11-10 06시,5.04
28085,2012-11-10 07시,5.04
28086,2012-11-10 08시,5.05
28087,2012-11-10 09시,5.05
28088,2012-11-10 10시,5.06
28089,2012-11-10 11시,5.06
28090,2012-11-10 12시,5.07
28091,2012-11-10 13시,5.07
28092,2012-11-10 14시,5.07
28093,2012-11-10 15시,5.05
28094,2012-11-10 16시,5.04
28095,2012-11-10 17시,5.04
28096,2012-11-10 18시,5.03
28097,2012-11-10 19시,5.03
28098,2012-11-10 20시,5.03
28099,2012-11-10 21시,5.04
28100,2012-11-10 22시,5.05
28101,2012-11-10 23시,5.05
28102,2012-11-10 24시,5.06
28103,2012-11-11 01시,5.06
28104,2012-11-11 02시,5.08
28105,2012-11-11 03시,5.09
28106,2012-11-11 04시,5.09
28107,2012-11-11 05시,5.09
28108,2012-11-11 06시,5.09
28109,2012-11-11 07시,5.09
28110,2012-11-11 08시,5.09
28111,2012-11-11 09시,5.09
28112,2012-11-11 10시,5.09
28113,2012-11-11 11시,5.1
28114,2012-11-11 12시,5.1
28115,2012-11-11 13시,5.08
28116,2012-11-11 14시,5.07
28117,2012-11-11 15시,5.07
28118,2012-11-11 16시,5.06
28119,2012-11-11 17시,5.05
28120,2012-11-11 18시,5.04
28121,2012-11-11 19시,5.04
28122,2012-11-11 20시,5.03
28123,2012-11-11 21시,5.03
28124,2012-11-11 22시,5.03
28125,2012-11-11 23시,5.03
28126,2012-11-11 24시,5.04
28127,2012-11-12 01시,5.04
28128,2012-11-12 02시,5.05
28129,2012-11-12 03시,5.06
28130,2012-11-12 04시,5.06
28131,2012-11-12 05시,5.07
28132,2012-11-12 06시,5.08
28133,2012-11-12 07시,5.09
28134,2012-11-12 08시,5.09
28135,2012-11-12 09시,5.09
28136,2012-11-12 10시,5.09
28137,2012-11-12 11시,5.07
28138,2012-11-12 12시,5.05
28139,2012-11-12 13시,5.03
28140,2012-11-12 14시,5.02
28141,2012-11-12 15시,5.0
28142,2012-11-12 16시,4.99
28143,2012-11-12 17시,4.98
28144,2012-11-12 18시,4.98
28145,2012-11-12 19시,4.98
28146,2012-11-12 20시,4.98
28147,2012-11-12 21시,4.98
28148,2012-11-12 22시,4.98
28149,2012-11-12 23시,4.99
28150,2012-11-12 24시,4.99
28151,2012-11-13 01시,5.0
28152,2012-11-13 02시,5.0
28153,2012-11-13 03시,5.0
28154,2012-11-13 04시,5.01
28155,2012-11-13 05시,5.01
28156,2012-11-13 06시,5.01
28157,2012-11-13 07시,5.02
28158,2012-11-13 08시,5.02
28159,2012-11-13 09시,5.03
28160,2012-11-13 10시,5.03
28161,2012-11-13 11시,5.04
28162,2012-11-13 12시,5.05
28163,2012-11-13 13시,5.05
28164,2012-11-13 14시,5.06
28165,2012-11-13 15시,5.07
28166,2012-11-13 16시,5.07
28167,2012-11-13 17시,5.08
28168,2012-11-13 18시,5.08
28169,2012-11-13 19시,5.09
28170,2012-11-13 20시,5.09
28171,2012-11-13 21시,5.09
28172,2012-11-13 22시,5.1
28173,2012-11-13 23시,5.1
28174,2012-11-13 24시,5.1
28175,2012-11-14 01시,5.1
28176,2012-11-14 02시,5.1
28177,2012-11-14 03시,5.1
28178,2012-11-14 04시,5.1
28179,2012-11-14 05시,5.1
28180,2012-11-14 06시,5.1
28181,2012-11-14 07시,5.1
28182,2012-11-14 08시,5.1
28183,2012-11-14 09시,5.1
28184,2012-11-14 10시,5.1
28185,2012-11-14 11시,5.1
28186,2012-11-14 12시,5.1
28187,2012-11-14 13시,5.1
28188,2012-11-14 14시,5.1
28189,2012-11-14 15시,5.1
28190,2012-11-14 16시,5.1
28191,2012-11-14 17시,5.1
28192,2012-11-14 18시,5.1
28193,2012-11-14 19시,5.1
28194,2012-11-14 20시,5.1
28195,2012-11-14 21시,5.1
28196,2012-11-14 22시,5.1
28197,2012-11-14 23시,5.1
28198,2012-11-14 24시,5.1
28199,2012-11-15 01시,5.1
28200,2012-11-15 02시,5.1
28201,2012-11-15 03시,5.1
28202,2012-11-15 04시,5.1
28203,2012-11-15 05시,5.1
28204,2012-11-15 06시,5.1
28205,2012-11-15 07시,5.1
28206,2012-11-15 08시,5.1
28207,2012-11-15 09시,5.1
28208,2012-11-15 10시,5.1
28209,2012-11-15 11시,5.1
28210,2012-11-15 12시,5.1
28211,2012-11-15 13시,5.1
28212,2012-11-15 14시,5.1
