,일시,수위(EL.m)
78360,2012-08-05 02시,2.34
78361,2012-08-05 03시,2.34
78362,2012-08-05 04시,2.34
78363,2012-08-05 05시,2.34
78364,2012-08-05 06시,2.34
78365,2012-08-05 07시,2.34
78366,2012-08-05 08시,2.34
78367,2012-08-05 09시,2.34
78368,2012-08-05 10시,2.36
78369,2012-08-05 11시,2.41
78370,2012-08-05 12시,2.46
78371,2012-08-05 13시,2.49
78372,2012-08-05 14시,2.5
78373,2012-08-05 15시,2.5
78374,2012-08-05 16시,2.5
78375,2012-08-05 17시,2.48
78376,2012-08-05 18시,2.45
78377,2012-08-05 19시,2.43
78378,2012-08-05 20시,2.41
78379,2012-08-05 21시,2.4
78380,2012-08-05 22시,2.41
78381,2012-08-05 23시,2.43
78382,2012-08-05 24시,2.45
78383,2012-08-06 01시,2.47
78384,2012-08-06 02시,2.48
78385,2012-08-06 03시,2.49
78386,2012-08-06 04시,2.5
78387,2012-08-06 05시,2.5
78388,2012-08-06 06시,2.51
78389,2012-08-06 07시,2.51
78390,2012-08-06 08시,2.51
78391,2012-08-06 09시,2.51
78392,2012-08-06 10시,2.49
78393,2012-08-06 11시,2.46
78394,2012-08-06 12시,2.43
78395,2012-08-06 13시,2.4
78396,2012-08-06 14시,2.37
78397,2012-08-06 15시,2.35
78398,2012-08-06 16시,2.35
78399,2012-08-06 17시,2.36
78400,2012-08-06 18시,2.38
78401,2012-08-06 19시,2.4
78402,2012-08-06 20시,2.4
78403,2012-08-06 21시,2.36
78404,2012-08-06 22시,2.37
78405,2012-08-06 23시,2.39
78406,2012-08-06 24시,2.39
78407,2012-08-07 01시,2.36
78408,2012-08-07 02시,2.34
78409,2012-08-07 03시,2.31
78410,2012-08-07 04시,2.29
78411,2012-08-07 05시,2.27
78412,2012-08-07 06시,2.27
78413,2012-08-07 07시,2.29
78414,2012-08-07 08시,2.31
78415,2012-08-07 09시,2.32
78416,2012-08-07 10시,2.36
78417,2012-08-07 11시,2.39
78418,2012-08-07 12시,2.39
78419,2012-08-07 13시,2.39
78420,2012-08-07 14시,2.39
78421,2012-08-07 15시,2.39
78422,2012-08-07 16시,2.41
78423,2012-08-07 17시,2.42
78424,2012-08-07 18시,2.44
78425,2012-08-07 19시,2.45
78426,2012-08-07 20시,2.45
78427,2012-08-07 21시,2.47
78428,2012-08-07 22시,2.47
78429,2012-08-07 23시,2.47
78430,2012-08-07 24시,2.47
78431,2012-08-08 01시,2.47
78432,2012-08-08 02시,2.46
78433,2012-08-08 03시,2.44
78434,2012-08-08 04시,2.41
78435,2012-08-08 05시,2.38
78436,2012-08-08 06시,2.36
78437,2012-08-08 07시,2.35
78438,2012-08-08 08시,2.34
78439,2012-08-08 09시,2.3
78440,2012-08-08 10시,2.3
78441,2012-08-08 11시,2.3
78442,2012-08-08 12시,2.31
78443,2012-08-08 13시,2.33
78444,2012-08-08 14시,2.34
78445,2012-08-08 15시,2.36
78446,2012-08-08 16시,2.37
78447,2012-08-08 17시,2.37
78448,2012-08-08 18시,2.37
78449,2012-08-08 19시,2.36
78450,2012-08-08 20시,2.35
78451,2012-08-08 21시,2.34
78452,2012-08-08 22시,2.33
78453,2012-08-08 23시,2.32
78454,2012-08-08 24시,2.31
78455,2012-08-09 01시,2.31
78456,2012-08-09 02시,2.36
78457,2012-08-09 03시,2.36
78458,2012-08-09 04시,2.36
78459,2012-08-09 05시,2.35
78460,2012-08-09 06시,2.34
78461,2012-08-09 07시,2.33
78462,2012-08-09 08시,2.32
78463,2012-08-09 09시,2.31
78464,2012-08-09 10시,2.33
78465,2012-08-09 11시,2.36
78466,2012-08-09 12시,2.38
78467,2012-08-09 13시,2.38
78468,2012-08-09 14시,2.39
78469,2012-08-09 15시,2.39
78470,2012-08-09 16시,2.38
78471,2012-08-09 17시,2.37
78472,2012-08-09 18시,2.36
78473,2012-08-09 19시,2.38
78474,2012-08-09 20시,2.39
78475,2012-08-09 21시,2.4
78476,2012-08-09 22시,2.41
78477,2012-08-09 23시,2.41
78478,2012-08-09 24시,2.41
78479,2012-08-10 01시,2.41
78480,2012-08-10 02시,2.41
78481,2012-08-10 03시,2.41
78482,2012-08-10 04시,2.41
78483,2012-08-10 05시,2.4
78484,2012-08-10 06시,2.38
78485,2012-08-10 07시,2.38
78486,2012-08-10 08시,2.39
78487,2012-08-10 09시,2.4
78488,2012-08-10 10시,2.41
78489,2012-08-10 11시,2.42
78490,2012-08-10 12시,2.44
78491,2012-08-10 13시,2.45
78492,2012-08-10 14시,2.46
78493,2012-08-10 15시,2.47
78494,2012-08-10 16시,2.48
78495,2012-08-10 17시,2.49
78496,2012-08-10 18시,2.49
78497,2012-08-10 19시,2.48
78498,2012-08-10 20시,2.44
78499,2012-08-10 21시,2.41
78500,2012-08-10 22시,2.39
78501,2012-08-10 23시,2.38
78502,2012-08-10 24시,2.36
78503,2012-08-11 01시,2.35
78504,2012-08-11 02시,2.35
78505,2012-08-11 03시,2.34
78506,2012-08-11 04시,2.34
78507,2012-08-11 05시,2.33
78508,2012-08-11 06시,2.32
78509,2012-08-11 07시,2.31
78510,2012-08-11 08시,2.31
78511,2012-08-11 09시,2.3
78512,2012-08-11 10시,2.22
78513,2012-08-11 11시,2.12
78514,2012-08-11 12시,2.11
78515,2012-08-11 13시,2.18
78516,2012-08-11 14시,2.21
78517,2012-08-11 15시,2.24
78518,2012-08-11 16시,2.27
78519,2012-08-11 17시,2.31
78520,2012-08-11 18시,2.35
78521,2012-08-11 19시,2.38
78522,2012-08-11 20시,2.4
78523,2012-08-11 21시,2.37
78524,2012-08-11 22시,2.33
78525,2012-08-11 23시,2.31
78526,2012-08-11 24시,2.3
78527,2012-08-12 01시,2.3
78528,2012-08-12 02시,2.32
78529,2012-08-12 03시,2.32
78530,2012-08-12 04시,2.32
78531,2012-08-12 05시,2.32
78532,2012-08-12 06시,2.32
78533,2012-08-12 07시,2.32
78534,2012-08-12 08시,2.35
78535,2012-08-12 09시,2.36
78536,2012-08-12 10시,2.36
78537,2012-08-12 11시,2.36
78538,2012-08-12 12시,2.34
78539,2012-08-12 13시,2.33
78540,2012-08-12 14시,2.31
78541,2012-08-12 15시,2.3
78542,2012-08-12 16시,2.31
78543,2012-08-12 17시,2.32
78544,2012-08-12 18시,2.32
78545,2012-08-12 19시,2.32
78546,2012-08-12 20시,2.32
78547,2012-08-12 21시,2.32
78548,2012-08-12 22시,2.32
78549,2012-08-12 23시,2.32
78550,2012-08-12 24시,2.32
78551,2012-08-13 01시,2.32
78552,2012-08-13 02시,2.32
78553,2012-08-13 03시,2.32
78554,2012-08-13 04시,2.32
78555,2012-08-13 05시,2.32
78556,2012-08-13 06시,2.32
78557,2012-08-13 07시,2.32
78558,2012-08-13 08시,2.32
78559,2012-08-13 09시,2.31
78560,2012-08-13 10시,2.25
78561,2012-08-13 11시,2.22
78562,2012-08-13 12시,2.21
78563,2012-08-13 13시,2.2
78564,2012-08-13 14시,2.19
78565,2012-08-13 15시,2.19
78566,2012-08-13 16시,2.2
78567,2012-08-13 17시,2.22
78568,2012-08-13 18시,2.22
78569,2012-08-13 19시,2.25
78570,2012-08-13 20시,2.27
78571,2012-08-13 21시,2.27
78572,2012-08-13 22시,2.27
78573,2012-08-13 23시,2.27
78574,2012-08-13 24시,2.27
78575,2012-08-14 01시,2.28
78576,2012-08-14 02시,2.3
78577,2012-08-14 03시,2.31
78578,2012-08-14 04시,2.33
78579,2012-08-14 05시,2.34
78580,2012-08-14 06시,2.35
78581,2012-08-14 07시,2.36
78582,2012-08-14 08시,2.37
78583,2012-08-14 09시,2.39
78584,2012-08-14 10시,2.41
78585,2012-08-14 11시,2.43
78586,2012-08-14 12시,2.44
78587,2012-08-14 13시,2.43
78588,2012-08-14 14시,2.4
78589,2012-08-14 15시,2.38
78590,2012-08-14 16시,2.36
78591,2012-08-14 17시,2.33
78592,2012-08-14 18시,2.29
78593,2012-08-14 19시,2.29
78594,2012-08-14 20시,2.29
78595,2012-08-14 21시,2.29
78596,2012-08-14 22시,2.3
78597,2012-08-14 23시,2.32
78598,2012-08-14 24시,2.33
78599,2012-08-15 01시,2.34
78600,2012-08-15 02시,2.34
78601,2012-08-15 03시,2.33
78602,2012-08-15 04시,2.32
78603,2012-08-15 05시,2.3
78604,2012-08-15 06시,2.28
78605,2012-08-15 07시,2.27
78606,2012-08-15 08시,2.26
78607,2012-08-15 09시,2.24
78608,2012-08-15 10시,2.22
78609,2012-08-15 11시,2.22
78610,2012-08-15 12시,2.22
78611,2012-08-15 13시,2.23
78612,2012-08-15 14시,2.23
78613,2012-08-15 15시,2.23
78614,2012-08-15 16시,2.23
78615,2012-08-15 17시,2.23
78616,2012-08-15 18시,2.23
78617,2012-08-15 19시,2.23
78618,2012-08-15 20시,2.24
78619,2012-08-15 21시,2.25
78620,2012-08-15 22시,2.25
78621,2012-08-15 23시,2.26
78622,2012-08-15 24시,2.26
78623,2012-08-16 01시,2.27
78624,2012-08-16 02시,2.27
78625,2012-08-16 03시,2.27
78626,2012-08-16 04시,2.28
78627,2012-08-16 05시,2.28
78628,2012-08-16 06시,2.28
78629,2012-08-16 07시,2.28
78630,2012-08-16 08시,2.28
78631,2012-08-16 09시,2.28
78632,2012-08-16 10시,2.28
78633,2012-08-16 11시,2.28
78634,2012-08-16 12시,2.28
78635,2012-08-16 13시,2.28
78636,2012-08-16 14시,2.29
78637,2012-08-16 15시,2.29
78638,2012-08-16 16시,2.29
78639,2012-08-16 17시,2.29
78640,2012-08-16 18시,2.29
78641,2012-08-16 19시,2.3
78642,2012-08-16 20시,2.3
78643,2012-08-16 21시,2.3
78644,2012-08-16 22시,2.31
78645,2012-08-16 23시,2.31
78646,2012-08-16 24시,2.32
78647,2012-08-17 01시,2.32
78648,2012-08-17 02시,2.32
78649,2012-08-17 03시,2.33
78650,2012-08-17 04시,2.33
78651,2012-08-17 05시,2.33
78652,2012-08-17 06시,2.33
78653,2012-08-17 07시,2.33
78654,2012-08-17 08시,2.33
78655,2012-08-17 09시,2.33
78656,2012-08-17 10시,2.33
78657,2012-08-17 11시,2.33
78658,2012-08-17 12시,2.33
78659,2012-08-17 13시,2.33
78660,2012-08-17 14시,2.34
78661,2012-08-17 15시,2.35
78662,2012-08-17 16시,2.36
78663,2012-08-17 17시,2.37
78664,2012-08-17 18시,2.39
78665,2012-08-17 19시,2.4
78666,2012-08-17 20시,2.41
78667,2012-08-17 21시,2.41
78668,2012-08-17 22시,2.41
78669,2012-08-17 23시,2.41
78670,2012-08-17 24시,2.39
78671,2012-08-18 01시,2.37
78672,2012-08-18 02시,2.35
78673,2012-08-18 03시,2.33
78674,2012-08-18 04시,2.32
78675,2012-08-18 05시,2.3
78676,2012-08-18 06시,2.29
78677,2012-08-18 07시,2.28
78678,2012-08-18 08시,2.26
78679,2012-08-18 09시,2.25
78680,2012-08-18 10시,2.25
78681,2012-08-18 11시,2.24
78682,2012-08-18 12시,2.24
78683,2012-08-18 13시,2.24
78684,2012-08-18 14시,2.24
78685,2012-08-18 15시,2.25
78686,2012-08-18 16시,2.26
78687,2012-08-18 17시,2.27
78688,2012-08-18 18시,2.28
78689,2012-08-18 19시,2.29
78690,2012-08-18 20시,2.29
78691,2012-08-18 21시,2.3
78692,2012-08-18 22시,2.31
78693,2012-08-18 23시,2.32
78694,2012-08-18 24시,2.32
78695,2012-08-19 01시,2.33
78696,2012-08-19 02시,2.33
78697,2012-08-19 03시,2.34
78698,2012-08-19 04시,2.34
78699,2012-08-19 05시,2.34
78700,2012-08-19 06시,2.35
78701,2012-08-19 07시,2.35
78702,2012-08-19 08시,2.35
78703,2012-08-19 09시,2.35
78704,2012-08-19 10시,2.36
78705,2012-08-19 11시,2.36
78706,2012-08-19 12시,2.36
78707,2012-08-19 13시,2.36
78708,2012-08-19 14시,2.37
78709,2012-08-19 15시,2.39
78710,2012-08-19 16시,2.39
78711,2012-08-19 17시,2.39
78712,2012-08-19 18시,2.39
78713,2012-08-19 19시,2.37
78714,2012-08-19 20시,2.36
78715,2012-08-19 21시,2.34
78716,2012-08-19 22시,2.32
78717,2012-08-19 23시,2.31
78718,2012-08-19 24시,2.31
78719,2012-08-20 01시,2.31
78720,2012-08-20 02시,2.33
78721,2012-08-20 03시,2.34
78722,2012-08-20 04시,2.36
78723,2012-08-20 05시,2.38
78724,2012-08-20 06시,2.4
78725,2012-08-20 07시,2.41
78726,2012-08-20 08시,2.41
78727,2012-08-20 09시,2.41
78728,2012-08-20 10시,2.41
78729,2012-08-20 11시,2.43
78730,2012-08-20 12시,2.44
78731,2012-08-20 13시,2.44
78732,2012-08-20 14시,2.45
78733,2012-08-20 15시,2.45
78734,2012-08-20 16시,2.45
78735,2012-08-20 17시,2.43
78736,2012-08-20 18시,2.4
78737,2012-08-20 19시,2.37
78738,2012-08-20 20시,2.37
78739,2012-08-20 21시,2.37
78740,2012-08-20 22시,2.37
78741,2012-08-20 23시,2.37
78742,2012-08-20 24시,2.37
78743,2012-08-21 01시,2.35
78744,2012-08-21 02시,2.29
78745,2012-08-21 03시,2.25
78746,2012-08-21 04시,2.23
78747,2012-08-21 05시,2.23
78748,2012-08-21 06시,2.23
78749,2012-08-21 07시,2.26
78750,2012-08-21 08시,2.28
78751,2012-08-21 09시,2.3
78752,2012-08-21 10시,2.32
78753,2012-08-21 11시,2.34
78754,2012-08-21 12시,2.38
78755,2012-08-21 13시,2.4
78756,2012-08-21 14시,2.33
78757,2012-08-21 15시,2.28
78758,2012-08-21 16시,2.29
78759,2012-08-21 17시,2.35
78760,2012-08-21 18시,2.41
78761,2012-08-21 19시,2.44
78762,2012-08-21 20시,2.38
78763,2012-08-21 21시,2.36
78764,2012-08-21 22시,2.45
78765,2012-08-21 23시,2.52
78766,2012-08-21 24시,2.5
78767,2012-08-22 01시,2.41
78768,2012-08-22 02시,2.32
78769,2012-08-22 03시,2.32
78770,2012-08-22 04시,2.46
78771,2012-08-22 05시,2.57
78772,2012-08-22 06시,2.65
78773,2012-08-22 07시,2.7
78774,2012-08-22 08시,2.69
78775,2012-08-22 09시,2.62
78776,2012-08-22 10시,2.56
78777,2012-08-22 11시,2.52
78778,2012-08-22 12시,2.5
78779,2012-08-22 13시,2.49
78780,2012-08-22 14시,2.48
78781,2012-08-22 15시,2.48
78782,2012-08-22 16시,2.48
78783,2012-08-22 17시,2.48
78784,2012-08-22 18시,2.48
78785,2012-08-22 19시,2.49
78786,2012-08-22 20시,2.49
78787,2012-08-22 21시,2.49
78788,2012-08-22 22시,2.49
78789,2012-08-22 23시,2.49
78790,2012-08-22 24시,2.48
78791,2012-08-23 01시,2.48
78792,2012-08-23 02시,2.46
78793,2012-08-23 03시,2.44
78794,2012-08-23 04시,2.41
78795,2012-08-23 05시,2.37
78796,2012-08-23 06시,2.34
78797,2012-08-23 07시,2.3
78798,2012-08-23 08시,2.27
78799,2012-08-23 09시,2.24
78800,2012-08-23 10시,2.24
78801,2012-08-23 11시,2.31
78802,2012-08-23 12시,2.37
78803,2012-08-23 13시,2.4
78804,2012-08-23 14시,2.41
78805,2012-08-23 15시,2.41
78806,2012-08-23 16시,2.39
78807,2012-08-23 17시,2.37
78808,2012-08-23 18시,2.35
78809,2012-08-23 19시,2.33
78810,2012-08-23 20시,2.31
78811,2012-08-23 21시,2.3
78812,2012-08-23 22시,2.29
78813,2012-08-23 23시,2.29
78814,2012-08-23 24시,2.32
78815,2012-08-24 01시,2.39
78816,2012-08-24 02시,2.41
78817,2012-08-24 03시,2.53
78818,2012-08-24 04시,2.67
78819,2012-08-24 05시,2.81
78820,2012-08-24 06시,2.95
78821,2012-08-24 07시,3.09
78822,2012-08-24 08시,3.22
78823,2012-08-24 09시,3.34
78824,2012-08-24 10시,3.46
78825,2012-08-24 11시,3.57
78826,2012-08-24 12시,3.67
78827,2012-08-24 13시,3.78
78828,2012-08-24 14시,3.91
78829,2012-08-24 15시,4.07
78830,2012-08-24 16시,4.26
78831,2012-08-24 17시,4.48
78832,2012-08-24 18시,4.75
78833,2012-08-24 19시,5.04
78834,2012-08-24 20시,5.44
78835,2012-08-24 21시,5.73
78836,2012-08-24 22시,5.94
78837,2012-08-24 23시,6.08
78838,2012-08-24 24시,6.2
78839,2012-08-25 01시,6.29
78840,2012-08-25 02시,6.36
78841,2012-08-25 03시,6.42
78842,2012-08-25 04시,6.46
78843,2012-08-25 05시,6.5
78844,2012-08-25 06시,6.53
78845,2012-08-25 07시,6.55
78846,2012-08-25 08시,6.56
78847,2012-08-25 09시,6.56
78848,2012-08-25 10시,6.56
78849,2012-08-25 11시,6.56
78850,2012-08-25 12시,6.54
78851,2012-08-25 13시,6.52
78852,2012-08-25 14시,6.49
78853,2012-08-25 15시,6.45
78854,2012-08-25 16시,6.41
78855,2012-08-25 17시,6.36
78856,2012-08-25 18시,6.31
78857,2012-08-25 19시,6.25
78858,2012-08-25 20시,6.18
78859,2012-08-25 21시,6.11
78860,2012-08-25 22시,6.03
78861,2012-08-25 23시,5.95
78862,2012-08-25 24시,5.85
78863,2012-08-26 01시,5.71
78864,2012-08-26 02시,5.58
78865,2012-08-26 03시,5.47
78866,2012-08-26 04시,5.35
78867,2012-08-26 05시,5.21
78868,2012-08-26 06시,5.11
78869,2012-08-26 07시,5.0
78870,2012-08-26 08시,4.87
78871,2012-08-26 09시,4.75
78872,2012-08-26 10시,4.62
78873,2012-08-26 11시,4.51
78874,2012-08-26 12시,4.4
78875,2012-08-26 13시,4.29
78876,2012-08-26 14시,4.2
78877,2012-08-26 15시,4.11
78878,2012-08-26 16시,4.01
78879,2012-08-26 17시,3.89
78880,2012-08-26 18시,3.75
78881,2012-08-26 19시,3.59
78882,2012-08-26 20시,3.41
78883,2012-08-26 21시,3.24
78884,2012-08-26 22시,3.07
78885,2012-08-26 23시,2.93
78886,2012-08-26 24시,2.82
78887,2012-08-27 01시,2.74
78888,2012-08-27 02시,2.68
78889,2012-08-27 03시,2.64
78890,2012-08-27 04시,2.6
78891,2012-08-27 05시,2.57
78892,2012-08-27 06시,2.53
78893,2012-08-27 07시,2.49
78894,2012-08-27 08시,2.44
78895,2012-08-27 09시,2.38
78896,2012-08-27 10시,2.34
78897,2012-08-27 11시,2.41
78898,2012-08-27 12시,2.47
78899,2012-08-27 13시,2.49
78900,2012-08-27 14시,2.58
78901,2012-08-27 15시,2.74
78902,2012-08-27 16시,2.77
78903,2012-08-27 17시,2.71
78904,2012-08-27 18시,2.74
78905,2012-08-27 19시,2.8
78906,2012-08-27 20시,2.86
78907,2012-08-27 21시,2.92
78908,2012-08-27 22시,2.93
78909,2012-08-27 23시,2.89
78910,2012-08-27 24시,2.88
78911,2012-08-28 01시,2.91
78912,2012-08-28 02시,2.95
78913,2012-08-28 03시,2.98
78914,2012-08-28 04시,2.98
78915,2012-08-28 05시,2.99
78916,2012-08-28 06시,3.01
78917,2012-08-28 07시,3.01
78918,2012-08-28 08시,3.01
78919,2012-08-28 09시,2.97
78920,2012-08-28 10시,2.93
78921,2012-08-28 11시,2.9
78922,2012-08-28 12시,2.87
78923,2012-08-28 13시,2.85
78924,2012-08-28 14시,2.83
78925,2012-08-28 15시,2.78
78926,2012-08-28 16시,2.72
78927,2012-08-28 17시,2.67
78928,2012-08-28 18시,2.63
78929,2012-08-28 19시,2.59
78930,2012-08-28 20시,2.56
78931,2012-08-28 21시,2.54
78932,2012-08-28 22시,2.51
78933,2012-08-28 23시,2.5
78934,2012-08-28 24시,2.48
78935,2012-08-29 01시,2.47
78936,2012-08-29 02시,2.46
78937,2012-08-29 03시,2.45
78938,2012-08-29 04시,2.44
78939,2012-08-29 05시,2.43
78940,2012-08-29 06시,2.42
78941,2012-08-29 07시,2.42
78942,2012-08-29 08시,2.41
78943,2012-08-29 09시,2.4
78944,2012-08-29 10시,2.39
78945,2012-08-29 11시,2.42
78946,2012-08-29 12시,2.47
78947,2012-08-29 13시,2.46
78948,2012-08-29 14시,2.4
78949,2012-08-29 15시,2.34
78950,2012-08-29 16시,2.28
78951,2012-08-29 17시,2.24
78952,2012-08-29 18시,2.24
78953,2012-08-29 19시,2.28
78954,2012-08-29 20시,2.3
78955,2012-08-29 21시,2.3
78956,2012-08-29 22시,2.3
78957,2012-08-29 23시,2.31
78958,2012-08-29 24시,2.32
78959,2012-08-30 01시,2.33
78960,2012-08-30 02시,2.35
78961,2012-08-30 03시,2.37
78962,2012-08-30 04시,2.38
78963,2012-08-30 05시,2.38
78964,2012-08-30 06시,2.38
78965,2012-08-30 07시,2.38
78966,2012-08-30 08시,2.38
78967,2012-08-30 09시,2.38
78968,2012-08-30 10시,2.38
78969,2012-08-30 11시,2.38
78970,2012-08-30 12시,2.38
78971,2012-08-30 13시,2.39
78972,2012-08-30 14시,2.4
78973,2012-08-30 15시,2.41
78974,2012-08-30 16시,2.41
78975,2012-08-30 17시,2.41
78976,2012-08-30 18시,2.41
78977,2012-08-30 19시,2.41
78978,2012-08-30 20시,2.4
78979,2012-08-30 21시,2.39
78980,2012-08-30 22시,2.39
78981,2012-08-30 23시,2.4
78982,2012-08-30 24시,2.39
78983,2012-08-31 01시,2.34
78984,2012-08-31 02시,2.34
78985,2012-08-31 03시,2.39
78986,2012-08-31 04시,2.4
78987,2012-08-31 05시,2.31
78988,2012-08-31 06시,2.23
78989,2012-08-31 07시,2.19
78990,2012-08-31 08시,2.33
78991,2012-08-31 09시,2.39
78992,2012-08-31 10시,2.35
78993,2012-08-31 11시,2.28
78994,2012-08-31 12시,2.22
78995,2012-08-31 13시,2.2
78996,2012-08-31 14시,2.22
78997,2012-08-31 15시,2.27
78998,2012-08-31 16시,2.31
78999,2012-08-31 17시,2.34
79000,2012-08-31 18시,2.36
79001,2012-08-31 19시,2.37
79002,2012-08-31 20시,2.37
79003,2012-08-31 21시,2.34
79004,2012-08-31 22시,2.31
79005,2012-08-31 23시,2.3
79006,2012-08-31 24시,2.3
79007,2012-09-01 01시,2.3
79008,2012-09-01 02시,2.3
79009,2012-09-01 03시,2.3
79010,2012-09-01 04시,2.3
79011,2012-09-01 05시,2.3
79012,2012-09-01 06시,2.27
79013,2012-09-01 07시,2.26
79014,2012-09-01 08시,2.24
79015,2012-09-01 09시,2.24
79016,2012-09-01 10시,2.24
79017,2012-09-01 11시,2.24
79018,2012-09-01 12시,2.24
79019,2012-09-01 13시,2.25
79020,2012-09-01 14시,2.25
79021,2012-09-01 15시,2.25
79022,2012-09-01 16시,2.25
79023,2012-09-01 17시,2.27
79024,2012-09-01 18시,2.27
79025,2012-09-01 19시,2.24
79026,2012-09-01 20시,2.29
79027,2012-09-01 21시,2.38
79028,2012-09-01 22시,2.44
79029,2012-09-01 23시,2.49
79030,2012-09-01 24시,2.57
79031,2012-09-02 01시,2.66
79032,2012-09-02 02시,2.75
79033,2012-09-02 03시,2.84
79034,2012-09-02 04시,2.94
79035,2012-09-02 05시,3.03
79036,2012-09-02 06시,3.12
79037,2012-09-02 07시,3.2
79038,2012-09-02 08시,3.28
79039,2012-09-02 09시,3.37
79040,2012-09-02 10시,3.46
79041,2012-09-02 11시,3.56
79042,2012-09-02 12시,3.68
79043,2012-09-02 13시,3.81
79044,2012-09-02 14시,3.95
79045,2012-09-02 15시,4.08
79046,2012-09-02 16시,4.2
79047,2012-09-02 17시,4.31
79048,2012-09-02 18시,4.4
79049,2012-09-02 19시,4.47
79050,2012-09-02 20시,4.51
79051,2012-09-02 21시,4.52
79052,2012-09-02 22시,4.5
79053,2012-09-02 23시,4.45
79054,2012-09-02 24시,4.37
79055,2012-09-03 01시,4.27
79056,2012-09-03 02시,4.15
79057,2012-09-03 03시,4.01
79058,2012-09-03 04시,3.87
79059,2012-09-03 05시,3.73
79060,2012-09-03 06시,3.59
79061,2012-09-03 07시,3.45
79062,2012-09-03 08시,3.32
79063,2012-09-03 09시,3.2
79064,2012-09-03 10시,3.09
79065,2012-09-03 11시,2.98
79066,2012-09-03 12시,2.86
79067,2012-09-03 13시,2.74
79068,2012-09-03 14시,2.6
79069,2012-09-03 15시,2.46
79070,2012-09-03 16시,2.31
79071,2012-09-03 17시,2.21
79072,2012-09-03 18시,2.17
79073,2012-09-03 19시,2.21
79074,2012-09-03 20시,2.27
79075,2012-09-03 21시,2.32
79076,2012-09-03 22시,2.34
79077,2012-09-03 23시,2.36
79078,2012-09-03 24시,2.36
79079,2012-09-04 01시,2.36
79080,2012-09-04 02시,2.36
79081,2012-09-04 03시,2.35
79082,2012-09-04 04시,2.33
79083,2012-09-04 05시,2.29
79084,2012-09-04 06시,2.25
79085,2012-09-04 07시,2.23
79086,2012-09-04 08시,2.25
79087,2012-09-04 09시,2.29
79088,2012-09-04 10시,2.31
79089,2012-09-04 11시,2.31
79090,2012-09-04 12시,2.3
79091,2012-09-04 13시,2.28
79092,2012-09-04 14시,2.28
79093,2012-09-04 15시,2.29
79094,2012-09-04 16시,2.3
79095,2012-09-04 17시,2.3
79096,2012-09-04 18시,2.3
79097,2012-09-04 19시,2.3
79098,2012-09-04 20시,2.3
79099,2012-09-04 21시,2.3
79100,2012-09-04 22시,2.3
79101,2012-09-04 23시,2.3
79102,2012-09-04 24시,2.33
79103,2012-09-05 01시,2.34
79104,2012-09-05 02시,2.34
79105,2012-09-05 03시,2.34
79106,2012-09-05 04시,2.34
79107,2012-09-05 05시,2.34
79108,2012-09-05 06시,2.32
79109,2012-09-05 07시,2.31
79110,2012-09-05 08시,2.3
79111,2012-09-05 09시,2.29
79112,2012-09-05 10시,2.28
79113,2012-09-05 11시,2.27
79114,2012-09-05 12시,2.27
79115,2012-09-05 13시,2.29
79116,2012-09-05 14시,2.31
79117,2012-09-05 15시,2.32
79118,2012-09-05 16시,2.32
79119,2012-09-05 17시,2.32
79120,2012-09-05 18시,2.3
79121,2012-09-05 19시,2.28
79122,2012-09-05 20시,2.27
79123,2012-09-05 21시,2.25
79124,2012-09-05 22시,2.24
79125,2012-09-05 23시,2.23
79126,2012-09-05 24시,2.22
79127,2012-09-06 01시,2.22
79128,2012-09-06 02시,2.22
79129,2012-09-06 03시,2.24
79130,2012-09-06 04시,2.25
79131,2012-09-06 05시,2.26
79132,2012-09-06 06시,2.26
79133,2012-09-06 07시,2.26
79134,2012-09-06 08시,2.26
79135,2012-09-06 09시,2.26
79136,2012-09-06 10시,2.26
79137,2012-09-06 11시,2.26
79138,2012-09-06 12시,2.25
79139,2012-09-06 13시,2.25
79140,2012-09-06 14시,2.29
79141,2012-09-06 15시,2.34
79142,2012-09-06 16시,2.38
79143,2012-09-06 17시,2.41
79144,2012-09-06 18시,2.42
79145,2012-09-06 19시,2.42
79146,2012-09-06 20시,2.41
79147,2012-09-06 21시,2.38
79148,2012-09-06 22시,2.33
79149,2012-09-06 23시,2.25
79150,2012-09-06 24시,2.16
79151,2012-09-07 01시,2.13
79152,2012-09-07 02시,2.16
79153,2012-09-07 03시,2.22
79154,2012-09-07 04시,2.25
79155,2012-09-07 05시,2.26
79156,2012-09-07 06시,2.26
79157,2012-09-07 07시,2.27
79158,2012-09-07 08시,2.28
79159,2012-09-07 09시,2.3
79160,2012-09-07 10시,2.32
79161,2012-09-07 11시,2.32
79162,2012-09-07 12시,2.32
79163,2012-09-07 13시,2.32
79164,2012-09-07 14시,2.33
79165,2012-09-07 15시,2.38
79166,2012-09-07 16시,2.38
79167,2012-09-07 17시,2.33
79168,2012-09-07 18시,2.27
79169,2012-09-07 19시,2.19
79170,2012-09-07 20시,2.17
79171,2012-09-07 21시,2.17
79172,2012-09-07 22시,2.15
79173,2012-09-07 23시,2.15
79174,2012-09-07 24시,2.19
79175,2012-09-08 01시,2.21
79176,2012-09-08 02시,2.2
79177,2012-09-08 03시,2.19
79178,2012-09-08 04시,2.25
79179,2012-09-08 05시,2.31
79180,2012-09-08 06시,2.34
79181,2012-09-08 07시,2.37
