Unnamed: 0,수산대교(창원)_수위,여의리(의령군)_수위,의령군(정암교)_수위,함안군(서출리)_수위,합천군(적포교)_수위,date,time
42964,0.0464839094159713,0.1647196261682243,0.0357142857142857,0.1726907630522088,0.1670991177996886,2017-07-22,5
42965,0.0441001191895113,0.165303738317757,0.0381773399014778,0.1676706827309236,0.1665801764400622,2017-07-22,6
42966,0.0429082240762812,0.165303738317757,0.0406403940886699,0.1616465863453815,0.1639854696419304,2017-07-22,7
42967,0.0476758045292014,0.165303738317757,0.043103448275862,0.1626506024096385,0.1634665282823041,2017-07-22,8
42968,0.0488676996424314,0.165303738317757,0.0467980295566502,0.1586345381526104,0.1660612350804359,2017-07-22,9
42969,0.0500595947556615,0.165303738317757,0.0504926108374384,0.1656626506024096,0.1650233523611831,2017-07-22,10
42970,0.0476758045292014,0.1658878504672897,0.0541871921182266,0.1706827309236947,0.1670991177996886,2017-07-22,11
42971,0.0476758045292014,0.1664719626168224,0.0566502463054187,0.1656626506024096,0.1645044110015568,2017-07-22,12
42972,0.0476758045292014,0.1658878504672897,0.0591133004926108,0.1626506024096385,0.1629475869226777,2017-07-22,13
42973,0.0488676996424314,0.1647196261682243,0.0603448275862069,0.1616465863453815,0.161909704203425,2017-07-22,14
42974,0.0464839094159713,0.1641355140186916,0.0603448275862069,0.1566265060240963,0.1624286455630513,2017-07-22,15
42975,0.0452920143027413,0.1635514018691589,0.0603448275862069,0.1546184738955823,0.1603528801245459,2017-07-22,16
42976,0.0464839094159713,0.1623831775700934,0.0591133004926108,0.1586345381526104,0.1587960560456668,2017-07-22,17
42977,0.0464839094159713,0.1623831775700934,0.0566502463054187,0.1596385542168674,0.1603528801245459,2017-07-22,18
42978,0.0452920143027413,0.1623831775700934,0.0566502463054187,0.1566265060240963,0.1608718214841722,2017-07-22,19
42979,0.0464839094159713,0.1623831775700934,0.0554187192118226,0.1576305220883533,0.1603528801245459,2017-07-22,20
42980,0.0476758045292014,0.1623831775700934,0.0529556650246305,0.1596385542168674,0.1613907628437986,2017-07-22,21
42981,0.0464839094159713,0.1623831775700934,0.0517241379310344,0.1596385542168674,0.1629475869226777,2017-07-22,22
42982,0.0464839094159713,0.1641355140186916,0.0492610837438423,0.1596385542168674,0.1686559418785677,2017-07-22,23
42983,0.0452920143027413,0.1664719626168224,0.0480295566502463,0.1696787148594377,0.1681370005189413,2017-07-23,0
42984,0.0536352800953515,0.1670560747663551,0.0467980295566502,0.1777108433734939,0.1650233523611831,2017-07-23,1
42985,0.0488676996424314,0.1658878504672897,0.0443349753694581,0.1706827309236947,0.1629475869226777,2017-07-23,2
